TYPE LAT LON H FREQ A ICAO NAME
T 39.9024 -84.2194 1009 257.8 50 KDAY "James M Cox Dayton"
T 36.2117 -115.196 2205 125.7 50 KVGT "North Las Vegas"
T 36.2117 -115.196 2205 360.75 50 KVGT "North Las Vegas"
T 33.9781 -83.9624 1061 124.1 50 KLZU "Gwinnett Co Briscoe"
T 35.1385 -111.671 7011 134.55 50 KFLG "Flagstaff Pulliam"
T 35.1385 -111.671 7011 226.3 50 KFLG "Flagstaff Pulliam"
T 60.5731 -151.245 99 121.3 50 PAEN "Kenai"
T 60.5731 -151.245 99 239.3 50 PAEN "Kenai"
T 45.062 -93.3539 869 120.7 50 KMIC "Crystal"
T 41.1959 -112.012 4473 118.7 50 KOGD "Ogden Hinckley"
T 41.1959 -112.012 4473 253.5 50 KOGD "Ogden Hinckley"
T 43.1073 -78.9462 590 118.5 50 KIAG "Niagara Falls"
T 43.1073 -78.9462 590 349 50 KIAG "Niagara Falls"
T 31.8891 -81.5623 48 38.7 50 KLHW "Wright Aaf"
T 31.8891 -81.5623 48 123.85 50 KLHW "Wright Aaf"
T 31.8891 -81.5623 48 269.275 50 KLHW "Wright Aaf"
T 48.3114 -114.255 2977 124.55 50 KFCA "Glacier Park"
T 37.1319 -76.493 43 124.9 50 KPHF "Newport News"
T 37.1319 -76.493 43 280.1 50 KPHF "Newport News"
T 37.1319 -76.493 43 348.6 50 KPHF "Newport News"
T 37.1518 -94.4983 981 119.8 50 KJLN "Joplin"
T 37.1518 -94.4983 981 282.2 50 KJLN "Joplin"
T 27.1817 -80.2211 18 126.6 50 KSUA "Witham"
T 35.4362 -82.5418 2165 121.1 50 KAVL "Asheville"
T 35.4362 -82.5418 2165 257.8 50 KAVL "Asheville"
T 32.5652 -97.3081 700 124.625 50 KFWS "Fort Worth Spinks Oak Grove Heliport"
T 34.6671 -99.2667 1382 119.65 50 KLTS "Altus Airforce Base"
T 34.6671 -99.2667 1382 255.6 50 KLTS "Altus Airforce Base"
T 43.5329 -84.0796 668 120.1 50 KMBS "Mbs"
T 43.5329 -84.0796 668 257.7 50 KMBS "Mbs"
T 39.8441 -89.6779 597 121.3 50 KSPI "Capital"
T 39.8441 -89.6779 597 257.8 50 KSPI "Capital"
T 32.1162 -110.941 2643 118.3 50 KTUS "Tucson"
T 32.1162 -110.941 2643 119 50 KTUS "Tucson"
T 32.1162 -110.941 2643 257.8 50 KTUS "Tucson"
T 48.4156 -101.358 1668 120.65 50 KMIB "Minot"
T 48.4156 -101.358 1668 236.6 50 KMIB "Minot"
T 48.4156 -101.358 1668 253.5 50 KMIB "Minot"
T 39.1361 -121.437 113 119.4 50 KBAB "Beale"
T 39.1361 -121.437 113 276.15 50 KBAB "Beale"
T 34.741 -118.219 2347 120.3 50 KWJF "General Wm J Fox Afld"
T 34.741 -118.219 2347 256.9 50 KWJF "General Wm J Fox Afld"
T 35.3394 -77.9606 110 126.25 50 KGSB "Seymour Johnson"
T 35.3394 -77.9606 110 370.875 50 KGSB "Seymour Johnson"
T 43.9583 -90.7379 837 38.5 50 KCMY "Sparta Fort Mc Coy"
T 43.9583 -90.7379 837 124.6 50 KCMY "Sparta Fort Mc Coy"
T 43.9583 -90.7379 837 241 50 KCMY "Sparta Fort Mc Coy"
T 43.9583 -90.7379 837 363 50 KCMY "Sparta Fort Mc Coy"
T 40.3161 -78.8339 2284 125.75 50 KJST "John Murtha Johnstown Cambria Co"
T 44.2574 -88.5195 918 119.6 50 KATW "Outagamie Co"
T 41.724 -71.4282 55 120.7 50 KPVD "Providence"
T 41.724 -71.4282 55 257.8 50 KPVD "Providence"
T 32.5751 -116.98 526 126.5 50 KSDM "Brown"
T 32.5751 -116.98 526 128.25 50 KSDM "Brown"
T 32.5751 -116.98 526 288.1 50 KSDM "Brown"
T 38.3405 -75.5103 52 119.425 50 KSBY "Salisbury"
T 34.2007 -118.359 778 118.7 50 KBUR "Burbank"
T 34.2007 -118.359 778 132.325 50 KBUR "Burbank"
T 34.2007 -118.359 778 254.3 50 KBUR "Burbank"
T 42.3742 -122.873 1335 119.4 50 KMFR "Medford"
T 42.3742 -122.873 1335 257.8 50 KMFR "Medford"
T 42.2124 -83.3534 646 118.4 50 KDTW "Metro"
T 42.2124 -83.3534 646 135 50 KDTW "Metro"
T 42.2124 -83.3534 646 287.1 50 KDTW "Metro"
T 27.9755 -82.5332 26 119.5 50 KTPA "Tampa"
T 27.9755 -82.5332 26 119.05 50 KTPA "Tampa"
T 27.9755 -82.5332 26 269.4 50 KTPA "Tampa"
T 31.0448 -93.1916 330 41.5 50 KPOE "Polk Aaf"
T 31.0448 -93.1916 330 108.4 50 KPOE "Polk Aaf"
T 31.0448 -93.1916 330 119 50 KPOE "Polk Aaf"
T 31.0448 -93.1916 330 248.2 50 KPOE "Polk Aaf"
T 64.6657 -147.101 548 127.2 50 PAEI "Eielson"
T 64.6657 -147.101 548 352.05 50 PAEI "Eielson"
T 39.3451 -81.4392 858 123.7 50 KPKB "Parkersburg"
T 39.3451 -81.4392 858 257.8 50 KPKB "Parkersburg"
T 42.1908 -71.1731 50 126 50 KOWD "Norwood"
T 31.9425 -102.202 2871 118.7 50 KMAF "Midland"
T 31.9425 -102.202 2871 273.45 50 KMAF "Midland"
T 44.4851 -88.1296 695 118.7 50 KGRB "Green Bay"
T 44.4851 -88.1296 695 257.8 50 KGRB "Green Bay"
T 33.8118 -78.7239 32 124.6 50 KCRE "Grand Strand"
T 33.8118 -78.7239 32 257.6 50 KCRE "Grand Strand"
T 34.3032 -97.0195 762 118.5 50 KADM "Ardmore"
T 34.3032 -97.0195 762 257.7 50 KADM "Ardmore"
T 39.2966 -80.2281 1217 126.7 50 KCKB "Harrison Marion"
T 39.2966 -80.2281 1217 257.925 50 KCKB "Harrison Marion"
T 45.0781 -83.5603 689 121.35 50 KAPN "Alpena Co"
T 45.0781 -83.5603 689 383.1 50 KAPN "Alpena Co"
T 41.7087 -86.3173 799 118.9 50 KSBN "South Bend"
T 41.7087 -86.3173 799 257.8 50 KSBN "South Bend"
T 40.0156 -74.5936 133 118.65 50 KWRI "Mc Guire"
T 40.0156 -74.5936 133 236.6 50 KWRI "Mc Guire"
T 40.0156 -74.5936 133 255.6 50 KWRI "Mc Guire"
T 34.9908 -117.863 2299 120.7 50 9L2 "Edwards North Base"
T 34.9908 -117.863 2299 318.1 50 9L2 "Edwards North Base"
T 34.9908 -117.863 2299 353.6 50 9L2 "Edwards North Base"
T 36.6628 -121.606 84 119.4 50 KSNS "Salinas"
T 36.6628 -121.606 84 239.3 50 KSNS "Salinas"
T 42.1954 -89.0972 742 118.3 50 KRFD "Greater Rockford"
T 42.1954 -89.0972 742 239 50 KRFD "Greater Rockford"
T 42.2598 -84.4594 1001 120.7 50 KJXN "Jackson Co Reynolds"
T 42.2598 -84.4594 1001 257.8 50 KJXN "Jackson Co Reynolds"
T 34.9027 -76.8811 28 121.3 50 KNKT "Cherry Point"
T 34.9027 -76.8811 28 340.2 50 KNKT "Cherry Point"
T 34.9027 -76.8811 28 360.2 50 KNKT "Cherry Point"
T 37.0608 -88.7738 410 119.6 50 KPAH "Barkley"
T 37.0608 -88.7738 410 306.9 50 KPAH "Barkley"
T 32.8875 -112.72 858 127.75 50 KGBN "Gila Bend Af Aux"
T 32.8875 -112.72 858 257.65 50 KGBN "Gila Bend Af Aux"
T 45.145 -93.2114 912 126.05 50 KANE "Anoka Co Blaine"
T 31.3088 -86.3938 309 119.55 50 79J "Andalusia Opp"
T 31.3088 -86.3938 309 317.75 50 79J "Andalusia Opp"
T 33.3699 -81.9645 144 118.7 50 KAGS "Augusta At Bush"
T 33.3699 -81.9645 144 239.3 50 KAGS "Augusta At Bush"
T 40.478 -88.916 871 124.6 50 KBMI "Central Illinois"
T 40.478 -88.916 871 269.575 50 KBMI "Central Illinois"
T 34.7294 -92.2243 262 118.7 50 KLIT "Adams"
T 34.7294 -92.2243 262 257.8 50 KLIT "Adams"
T 41.5041 -74.1048 491 121 50 KSWF "Stewart"
T 41.5041 -74.1048 491 254.4 50 KSWF "Stewart"
T 38.5125 -121.493 24 119.5 50 KSAC "Sacramento"
T 38.5125 -121.493 24 381.6 50 KSAC "Sacramento"
T 46.2647 -119.119 407 135.3 50 KPSC "Tri Cities"
T 46.2647 -119.119 407 323.3 50 KPSC "Tri Cities"
T 27.6926 -97.2911 19 134.85 50 KNGP "Corpus Christi"
T 27.6926 -97.2911 19 340.2 50 KNGP "Corpus Christi"
T 27.6926 -97.2911 19 360.2 50 KNGP "Corpus Christi"
T 37.7416 -92.1407 1159 125.4 50 KTBN "Waynesville"
T 37.7416 -92.1407 1159 229.4 50 KTBN "Waynesville"
T 37.7416 -92.1407 1159 241 50 KTBN "Waynesville"
T 37.7416 -92.1407 1159 110 50 KTBN "Waynesville"
T 33.9154 -84.5163 1068 120.75 50 KMGE "Dobbins Arb"
T 33.9154 -84.5163 1068 397.2 50 KMGE "Dobbins Arb"
T 37.3255 -79.9754 1175 118.3 50 KROA "Roanoke Woodrum"
T 37.3255 -79.9754 1175 257.8 50 KROA "Roanoke Woodrum"
T 47.6151 -117.656 2462 126.2 50 KSKA "Fairchild"
T 47.6151 -117.656 2462 289.6 50 KSKA "Fairchild"
T 43.9844 -88.557 808 118.5 50 KOSH "Wittman"
T 43.9844 -88.557 808 257.6 50 KOSH "Wittman"
T 30.0424 -90.0283 9 119.9 50 KNEW "Lakefront"
T 30.0424 -90.0283 9 125.65 50 KNEW "Lakefront"
T 30.0424 -90.0283 9 257.8 50 KNEW "Lakefront"
T 39.6429 -79.9163 1248 125.1 50 KMGW "Morgantown"
T 39.6429 -79.9163 1248 257.8 50 KMGW "Morgantown"
T 36.0396 -95.9846 638 119.2 50 KRVS "Riverside"
T 36.0396 -95.9846 638 120.3 50 KRVS "Riverside"
T 34.2138 -119.094 75 128.2 50 KCMA "Camarillo"
T 34.2138 -119.094 75 269.4 50 KCMA "Camarillo"
T 41.6163 -87.4128 592 125.6 50 KGYY "Gary"
T 30.07 -85.5765 18 133.95 50 KPAM "Tyndall"
T 30.07 -85.5765 18 384.4 50 KPAM "Tyndall"
T 32.8964 -97.0376 603 124.15 50 KDFW "Dallas Fort Worth"
T 32.8964 -97.0376 603 126.55 50 KDFW "Dallas Fort Worth"
T 32.8964 -97.0376 603 127.5 50 KDFW "Dallas Fort Worth"
T 32.8964 -97.0376 603 134.9 50 KDFW "Dallas Fort Worth"
T 28.1028 -80.6453 33 118.2 50 KMLB "Melbourne"
T 28.1028 -80.6453 33 124.05 50 KMLB "Melbourne"
T 28.1028 -80.6453 33 257.8 50 KMLB "Melbourne"
T 30.3363 -81.5144 41 132.1 50 KCRG "Craig"
T 30.3363 -81.5144 41 257.625 50 KCRG "Craig"
T 41.3385 -75.7234 962 120.1 50 KAVP "Wilkes Barre Scranton"
T 41.3385 -75.7234 962 257.8 50 KAVP "Wilkes Barre Scranton"
T 29.337 -98.4711 577 118.2 50 KSSF "Stinson"
T 29.337 -98.4711 577 379.9 50 KSSF "Stinson"
T 47.1377 -122.476 323 124.8 50 KTCM "Mc Chord"
T 47.1377 -122.476 323 236.6 50 KTCM "Mc Chord"
T 47.1377 -122.476 323 259.3 50 KTCM "Mc Chord"
T 47.1377 -122.476 323 109.6 50 KTCM "Mc Chord"
T 40.2759 -79.4048 1185 125 50 KLBE "Arnold Palmer"
T 30.1945 -97.6699 542 118.225 50 KAUS "Austin"
T 30.1945 -97.6699 542 121 50 KAUS "Austin"
T 30.1945 -97.6699 542 254.25 50 KAUS "Austin"
T 30.1945 -97.6699 542 281.5 50 KAUS "Austin"
T 33.3078 -111.655 1382 120.6 50 KIWA "Gateway"
T 33.3078 -111.655 1382 124.75 50 KIWA "Gateway"
T 33.3078 -111.655 1382 255.6 50 KIWA "Gateway"
T 39.8138 -82.9278 744 120.05 50 KLCK "Rickenbacker"
T 39.8138 -82.9278 744 348.4 50 KLCK "Rickenbacker"
T 38.038 -87.5306 418 118.7 50 KEVV "Evansville"
T 38.038 -87.5306 418 257.8 50 KEVV "Evansville"
T 46.3536 -87.3958 1221 119.975 50 KSAW "Sawyer"
T 35.8125 -83.9929 981 121.2 50 KTYS "Knoxville"
T 35.8125 -83.9929 981 257.8 50 KTYS "Knoxville"
T 33.6883 -112.083 1478 118.4 50 KDVT "Deer Valley"
T 33.6883 -112.083 1478 120.2 50 KDVT "Deer Valley"
T 32.5163 -84.9389 397 120.1 50 KCSG "Columbus"
T 32.5163 -84.9389 397 257.8 50 KCSG "Columbus"
T 38.509 -122.813 125 118.5 50 KSTS "Sonoma Co"
T 38.509 -122.813 125 363 50 KSTS "Sonoma Co"
T 38.7915 -97.6506 1273 119.3 50 KSLN "Salina"
T 38.7915 -97.6506 1273 257.7 50 KSLN "Salina"
T 31.1387 -97.7145 924 119.65 50 KHLR "Hood Aaf"
T 31.1387 -97.7145 924 269.45 50 KHLR "Hood Aaf"
T 38.7477 -90.36 604 118.5 50 KSTL "St Louis"
T 38.7477 -90.36 604 120.05 50 KSTL "St Louis"
T 38.7477 -90.36 604 257.7 50 KSTL "St Louis"
T 38.7477 -90.36 604 284.6 50 KSTL "St Louis"
T 38.7477 -90.36 604 289.1 50 KSTL "St Louis"
T 44.0453 -103.057 3204 118.7 50 KRAP "Rapid City"
T 44.0453 -103.057 3204 257.8 50 KRAP "Rapid City"
T 33.9888 -98.4919 1019 119.75 50 KSPS "Sheppard Airforce Base Wichita Falls"
T 33.9888 -98.4919 1019 279.525 50 KSPS "Sheppard Airforce Base Wichita Falls"
T 39.1033 -84.4186 483 118.7 50 KLUK "Lunken"
T 39.1033 -84.4186 483 133.925 50 KLUK "Lunken"
T 39.1033 -84.4186 483 257.8 50 KLUK "Lunken"
T 33.6404 -84.4269 1026 119.1 50 KATL "Atlanta"
T 33.6404 -84.4269 1026 119.5 50 KATL "Atlanta"
T 33.6404 -84.4269 1026 123.85 50 KATL "Atlanta"
T 33.6404 -84.4269 1026 125.325 50 KATL "Atlanta"
T 33.6404 -84.4269 1026 381.6 50 KATL "Atlanta"
T 37.6486 -97.2506 1378 127.25 50 KCEA "Cessna Acft"
T 37.6486 -97.2506 1378 295.7 50 KCEA "Cessna Acft"
T 27.7031 -97.4394 30 119.65 50 KNGW "Cabaniss Nolf"
T 27.7031 -97.4394 30 299.6 50 KNGW "Cabaniss Nolf"
T 42.8808 -85.5228 793 135.65 50 KGRR "Gerald R Ford"
T 42.8808 -85.5228 793 339.8 50 KGRR "Gerald R Ford"
T 37.7784 -89.252 411 125.35 50 KMDH "Southern Illinois"
T 37.7784 -89.252 411 322.4 50 KMDH "Southern Illinois"
T 30.7825 -83.2767 203 120.9 50 KVLD "Valdosta"
T 38.1386 -78.4529 639 124.5 50 KCHO "Charlottesville"
T 38.1386 -78.4529 639 338.275 50 KCHO "Charlottesville"
T 36.7762 -119.718 336 118.2 50 KFAT "Fresno"
T 36.7762 -119.718 336 251.1 50 KFAT "Fresno"
T 27.6556 -80.4179 24 126.3 50 KVRB "Vero Beach"
T 27.6556 -80.4179 24 133.15 50 KVRB "Vero Beach"
T 38.8939 -119.995 6264 118.4 50 KTVL "Lake Tahoe"
T 38.8939 -119.995 6264 257.8 50 KTVL "Lake Tahoe"
T 36.1245 -86.6782 599 118.6 50 KBNA "Nashville"
T 36.1245 -86.6782 599 257.8 50 KBNA "Nashville"
T 42.6196 -89.0403 808 118.8 50 KJVL "Rock Co"
T 42.6196 -89.0403 808 397.2 50 KJVL "Rock Co"
T 27.5437 -99.4615 508 120.1 50 KLRD "Laredo"
T 27.5437 -99.4615 508 257.9 50 KLRD "Laredo"
T 61.2514 -149.807 213 127.2 50 PAED "Elmendorf Airforce Base"
T 61.2514 -149.807 213 352.05 50 PAED "Elmendorf Airforce Base"
T 39.1224 -108.527 4858 118.1 50 KGJT "Walker"
T 39.1224 -108.527 4858 257.8 50 KGJT "Walker"
T 42.7172 -71.1234 148 119.25 50 KLWM "Lawrence"
T 39.2619 -85.8963 656 118.6 50 KBAK "Columbus"
T 32.4208 -99.8546 1789 133 50 KDYS "Dyess Airforce Base"
T 32.4208 -99.8546 1789 294.7 50 KDYS "Dyess Airforce Base"
T 32.3329 -88.7515 297 119.8 50 KMEI "Key"
T 32.3329 -88.7515 297 257.8 50 KMEI "Key"
T 40.7772 -73.8726 22 118.7 50 KLGA "La Guardia"
T 40.7772 -73.8726 22 119.95 50 KLGA "La Guardia"
T 40.7772 -73.8726 22 126.05 50 KLGA "La Guardia"
T 40.7772 -73.8726 22 263 50 KLGA "La Guardia"
T 30.3965 -84.3503 81 118.7 50 KTLH "Tallahassee"
T 30.3965 -84.3503 81 257.8 50 KTLH "Tallahassee"
T 41.9078 -88.2486 758 120.9 50 KDPA "Du Page"
T 41.9078 -88.2486 758 124.5 50 KDPA "Du Page"
T 41.9078 -88.2486 758 257.8 50 KDPA "Du Page"
T 31.6113 -97.2305 516 119.3 50 KACT "Waco"
T 31.6113 -97.2305 516 257.8 50 KACT "Waco"
T 39.7079 -77.7295 703 120.3 50 KHGR "Hagerstown Richard A Henson"
T 39.7079 -77.7295 703 225.4 50 KHGR "Hagerstown Richard A Henson"
T 41.7719 -88.4757 712 120.6 50 KARR "Aurora"
T 30.2358 -81.6806 22 120 50 KNIP "Jacksonville Nas"
T 30.2358 -81.6806 22 340.2 50 KNIP "Jacksonville Nas"
T 30.2358 -81.6806 22 355.8 50 KNIP "Jacksonville Nas"
T 35.4167 -80.1508 609 126.275 50 KVUJ "Stanly Co"
T 35.4167 -80.1508 609 291.9 50 KVUJ "Stanly Co"
T 35.5999 -88.9156 434 127.15 50 KMKL "Mc Kellar Sipes"
T 42.9655 -83.7435 782 126.3 50 KFNT "Bishop"
T 42.9655 -83.7435 782 257.9 50 KFNT "Bishop"
T 33.8034 -118.34 103 124 50 KTOA "Zamperini"
T 33.8034 -118.34 103 135.6 50 KTOA "Zamperini"
T 33.8034 -118.34 103 257.8 50 KTOA "Zamperini"
T 40.3544 -79.9303 1252 121.1 50 KAGC "Allegheny Co"
T 40.3544 -79.9303 1252 239 50 KAGC "Allegheny Co"
T 21.1528 -157.096 454 125.7 50 PHMK "Molokai"
T 21.1528 -157.096 454 306.2 50 PHMK "Molokai"
T 37.9071 -85.9721 780 126.8 50 KFTK "Godman Aaf"
T 37.9071 -85.9721 780 233.7 50 KFTK "Godman Aaf"
T 34.7084 -77.4397 25 120 50 KNCA "New River Mcas"
T 34.7084 -77.4397 25 360.2 50 KNCA "New River Mcas"
T 34.7084 -77.4397 25 340.2 50 KNCA "New River Mcas"
T 32.5402 -93.745 179 120.225 50 KDTN "Shreveport Downtown"
T 32.5402 -93.745 179 284.6 50 KDTN "Shreveport Downtown"
T 37.7401 -87.1668 406 120.7 50 KOWB "Owensboro Daviess Co"
T 37.7401 -87.1668 406 251.15 50 KOWB "Owensboro Daviess Co"
T 31.3577 -100.496 1919 118.3 50 KSJT "San Angelo Mathis"
T 31.3577 -100.496 1919 284.7 50 KSJT "San Angelo Mathis"
T 39.7954 -121.858 238 121 50 KCIC "Chico"
T 39.7954 -121.858 238 239.3 50 KCIC "Chico"
T 44.4719 -73.1533 335 118.3 50 KBTV "Burlington"
T 44.4719 -73.1533 335 257.8 50 KBTV "Burlington"
T 30.4941 -81.6879 30 118.3 50 KJAX "Jacksonville"
T 30.4941 -81.6879 30 317.7 50 KJAX "Jacksonville"
T 36.1603 -97.0858 986 125.35 50 KSWO "Stillwater"
T 39.8346 -88.8657 682 118.9 50 KDEC "Decatur"
T 39.8346 -88.8657 682 392.1 50 KDEC "Decatur"
T 34.2098 -118.49 799 119 50 KVNY "Van Nuys"
T 34.2098 -118.49 799 119.3 50 KVNY "Van Nuys"
T 34.2098 -118.49 799 120.2 50 KVNY "Van Nuys"
T 34.2098 -118.49 799 239 50 KVNY "Van Nuys"
T 38.9445 -77.4558 313 120.1 50 KIAD "Dulles"
T 38.9445 -77.4558 313 125.8 50 KIAD "Dulles"
T 38.9445 -77.4558 313 128.425 50 KIAD "Dulles"
T 38.9445 -77.4558 313 317.8 50 KIAD "Dulles"
T 38.9445 -77.4558 313 348.6 50 KIAD "Dulles"
T 30.5886 -96.3638 321 118.5 50 KCLL "Easterwood"
T 30.5886 -96.3638 321 257.8 50 KCLL "Easterwood"
T 47.6828 -117.323 1953 132.5 50 KSFF "Felts"
T 47.6828 -117.323 1953 239.025 50 KSFF "Felts"
T 42.9472 -87.8966 723 119.1 50 KMKE "General Mitchell"
T 42.9472 -87.8966 723 325.8 50 KMKE "General Mitchell"
T 32.4113 -99.6819 1791 120.1 50 KABI "Abilene"
T 32.4113 -99.6819 1791 257.8 50 KABI "Abilene"
T 40.9163 -81.4425 1228 118.3 50 KCAK "Akron Canton"
T 40.9163 -81.4425 1228 257.8 50 KCAK "Akron Canton"
T 34.8479 -82.35 1048 119.9 50 KGMU "Greenville Downtown"
T 34.8479 -82.35 1048 257.7 50 KGMU "Greenville Downtown"
T 38.8476 -94.7376 1096 126 50 KOJC "Johnson Co"
T 38.8476 -94.7376 1096 225.4 50 KOJC "Johnson Co"
T 38.8181 -92.2196 889 119.3 50 KCOU "Columbia"
T 38.8181 -92.2196 889 363.25 50 KCOU "Columbia"
T 45.5887 -122.597 30 118.7 50 KPDX "Portland"
T 45.5887 -122.597 30 123.775 50 KPDX "Portland"
T 45.5887 -122.597 30 251.125 50 KPDX "Portland"
T 45.5887 -122.597 30 257.8 50 KPDX "Portland"
T 27.3955 -82.5544 31 120.1 50 KSRQ "Sarasota Bradenton"
T 27.3955 -82.5544 31 269.7 50 KSRQ "Sarasota Bradenton"
T 38.8903 -90.046 544 126 50 KALN "St Louis"
T 38.8903 -90.046 544 239 50 KALN "St Louis"
T 36.0977 -79.9373 926 119.1 50 KGSO "Piedmont Triad"
T 36.0977 -79.9373 926 290.325 50 KGSO "Piedmont Triad"
T 26.6832 -80.0956 19 119.1 50 KPBI "Palm Beach"
T 26.6832 -80.0956 19 118.75 50 KPBI "Palm Beach"
T 26.6832 -80.0956 19 257.8 50 KPBI "Palm Beach"
T 26.6832 -80.0956 19 384.6 50 KPBI "Palm Beach"
T 27.9434 -81.7834 125 121.2 50 KBOW "Bartow"
T 27.9434 -81.7834 125 121.5 50 KBOW "Bartow"
T 32.8198 -97.3624 710 118.3 50 KFTW "Fort Worth Meacham"
T 32.8198 -97.3624 710 257.8 50 KFTW "Fort Worth Meacham"
T 41.6584 -70.5214 131 121 50 KFMH "Otis Angb"
T 41.6584 -70.5214 131 294.7 50 KFMH "Otis Angb"
T 41.6584 -70.5214 131 236.6 50 KFMH "Otis Angb"
T 47.53 -122.302 18 118.3 50 KBFI "Boeing"
T 47.53 -122.302 18 120.6 50 KBFI "Boeing"
T 47.53 -122.302 18 257.8 50 KBFI "Boeing"
T 29.3842 -98.5811 691 124.3 50 KSKF "Lackland Airforce Base Kelly Annex"
T 29.3842 -98.5811 691 320.1 50 KSKF "Lackland Airforce Base Kelly Annex"
T 41.5341 -93.6626 957 118.3 50 KDSM "Des Moines"
T 41.5341 -93.6626 957 257.8 50 KDSM "Des Moines"
T 43.1451 -75.3839 742 118.1 50 KUCA "Oneida Co"
T 43.1451 -75.3839 742 291.7 50 KUCA "Oneida Co"
T 43.1451 -75.3839 742 241 50 KUCA "Oneida Co"
T 32.7336 -117.19 14 118.3 50 KSAN "San Diego Lindbergh"
T 32.7336 -117.19 14 338.225 50 KSAN "San Diego Lindbergh"
T 35.1574 -114.56 695 123.9 50 KIFP "Laughlin Bullhead"
T 32.5109 -92.0377 79 118.9 50 KMLU "Monroe"
T 32.5109 -92.0377 79 257.8 50 KMLU "Monroe"
T 33.9729 -80.4729 242 126.65 50 KSSC "Shaw Airforce Base"
T 33.9729 -80.4729 242 254.25 50 KSSC "Shaw Airforce Base"
T 34.056 -117.601 944 120.6 50 KONT "Ontario"
T 34.056 -117.601 944 385.6 50 KONT "Ontario"
T 38.8309 -94.8903 1087 133 50 KIXD "New Century Aircenter"
T 33.0678 -96.0653 535 118.65 50 KGVT "Majors"
T 33.0678 -96.0653 535 385.425 50 KGVT "Majors"
T 33.3016 -104.531 3671 118.5 50 KROW "Roswell Industrial Air Center"
T 33.3016 -104.531 3671 233.7 50 KROW "Roswell Industrial Air Center"
T 37.2253 -89.5708 342 119 50 KCGI "Cape Girardeau"
T 42.1578 -72.7156 271 118.9 50 KBAF "Barnes"
T 42.1578 -72.7156 271 251.1 50 KBAF "Barnes"
T 42.4092 -83.0099 626 121.3 50 KDET "Detroit City"
T 42.4092 -83.0099 626 257.8 50 KDET "Detroit City"
T 32.5667 -117.117 24 120.65 50 KNRS "Imperial Beach Nolf"
T 32.5667 -117.117 24 271.4 50 KNRS "Imperial Beach Nolf"
T 25.9068 -97.4259 22 118.9 50 KBRO "Brownsville"
T 25.9068 -97.4259 22 239.3 50 KBRO "Brownsville"
T 31.3213 -85.4496 401 118.4 50 KDHN "Dothan"
T 31.3213 -85.4496 401 257.6 50 KDHN "Dothan"
T 42.7818 -71.5148 200 133.2 50 KASH "Boire"
T 39.4166 -118.701 3934 119.25 50 KNFL "Fallon Nas"
T 39.4166 -118.701 3934 340.2 50 KNFL "Fallon Nas"
T 40.8753 -74.2814 173 126.5 50 KCDW "Essex Co"
T 42.6128 -82.8317 580 120.15 50 KMTC "Selfridge Angb"
T 42.6128 -82.8317 580 340.7 50 KMTC "Selfridge Angb"
T 36.7413 -108.23 5506 118.9 50 KFMN "Four Corners"
T 36.7413 -108.23 5506 257.8 50 KFMN "Four Corners"
T 34.8989 -120.457 261 118.3 50 KSMX "Santa Maria"
T 34.8989 -120.457 261 289.6 50 KSMX "Santa Maria"
T 27.7704 -97.5012 44 119.4 50 KCRP "Corpus Christi"
T 27.7704 -97.5012 44 257.8 50 KCRP "Corpus Christi"
T 36.587 -121.843 254 118.4 50 KMRY "Monterey Peninsula"
T 36.587 -121.843 254 257.8 50 KMRY "Monterey Peninsula"
T 43.1112 -76.1063 421 120.3 50 KSYR "Syracuse"
T 43.1112 -76.1063 421 239 50 KSYR "Syracuse"
T 43.9072 -92.499 1317 118.3 50 KRST "Rochester"
T 43.9072 -92.499 1317 257.8 50 KRST "Rochester"
T 24.5758 -81.6889 6 126.1 50 KNQX "Key West Nas"
T 24.5758 -81.6889 6 305.2 50 KNQX "Key West Nas"
T 24.5758 -81.6889 6 340.2 50 KNQX "Key West Nas"
T 24.5758 -81.6889 6 360.2 50 KNQX "Key West Nas"
T 41.786 -87.7524 620 118.7 50 KMDW "Midway"
T 41.786 -87.7524 620 119.45 50 KMDW "Midway"
T 41.786 -87.7524 620 135.2 50 KMDW "Midway"
T 41.786 -87.7524 620 226.3 50 KMDW "Midway"
T 41.786 -87.7524 620 109.9 50 KMDW "Midway"
T 37.3619 -121.929 58 120.7 50 KSJC "San Jose"
T 37.3619 -121.929 58 124 50 KSJC "San Jose"
T 37.3619 -121.929 58 257.6 50 KSJC "San Jose"
T 32.6875 -103.217 3661 120.65 50 KHOB "Lea Co"
T 32.6875 -103.217 3661 317.4 50 KHOB "Lea Co"
T 40.0819 -75.0106 121 126.9 50 KPNE "Northeast Philadelphia"
T 40.0819 -75.0106 121 349 50 KPNE "Northeast Philadelphia"
T 39.8584 -104.667 5431 124.3 50 KDEN "Denver"
T 39.8584 -104.667 5431 133.3 50 KDEN "Denver"
T 39.8584 -104.667 5431 135.3 50 KDEN "Denver"
T 39.8584 -104.667 5431 239.275 50 KDEN "Denver"
T 39.8584 -104.667 5431 322.45 50 KDEN "Denver"
T 39.872 -75.2411 38 118.5 50 KPHL "Philadelphia"
T 39.872 -75.2411 38 135.1 50 KPHL "Philadelphia"
T 39.872 -75.2411 38 327.05 50 KPHL "Philadelphia"
T 42.4026 -96.3844 1098 118.7 50 KSUX "Sioux City"
